index,substanceUsed,avgAmountUsed,avgAmountUsedUnit,amountUsed,measuringMethod,measuringTime,measuringDevice,refusedTesting,dateOfOffense,timeOfOffense,placeOfOffense,citySize,placeDetails,typeOfRoad,vehicleModel,vehicleType,checkedBy,reasonForCheck,reasonForCheckCategory,licenseStatus,lawBroken,note,sentence
96713966,alcohol,0.73,mg/l,0.73 mg/liter,breath,00:12,,False,24.01.2022,00:00,Vranov nad Topľou,22245,"po miestnej komunikácii na Sídlisku 1. mája smerom od Sídliska okulka, poľnú cestu, smeroval k Lesníckemu náučnému chodníku, resp. „Trom Krížom“, pri lesnom poraste",urban,Honda CR250,motorcycle,hliadka,"jazda bez predpísaného osvetlenia a riadne upevnenej prilby, nereagovanie na znamenie STOP, unikanie hliadke, podozrenie na požitie alkoholu",suspected_intoxication,valid,,"Vodič uviedol hliadke, že pri sebe nemá žiadne doklady potrebné k vedeniu a prevádzke vozidla.",", ž e  dňa 24.01.2022 v čase o 00:00 hod. viedol motocykel zn. Honda CR250, bez ev. čísla po miestnej komunikácii na Sídlisku 1. mája vo Vranove nad Topľou smerom od Sídliska okulka, kde jazdil bez predpísaného osvetlenia a riadne upevnenej prilby, týmto svojim konaním vzbudil u hliadky podozrenie a tak hliadka pristúpila k zastaveniu predpísaným spôsobom za použitia svetelného znamenia s nápisom STOP, vodič na dané znamenie nereagoval, začal na motocykli zvyšovať rýchlosť a unikal hliadke, ktorá ho prenasledovala, po 300 m vodič zišiel z miestnej komunikácie na poľnú cestu, smeroval k Lesníckemu náučnému chodníku, resp. „Trom Krížom"" vo Vranove nad Topľou, ktoré sa nachádzajú pri lesnom poraste, vodič pri „Troch Krížoch"" v malej rýchlosti z motocykla spadol a začal hliadke utekať smerom k lesnému porastu, kde sa ukryl, hliadka však videla v snehu stopy, ktoré viedli k ukrytej osádke v kríkoch, kde bol vodič hliadkou vypátraný, po výzve aby predložil doklady potrebné k vedeniu a prevádzku vozidla hliadke uviedol, že pri sebe nemá žiadne doklady, lustráciou bola potvrdená totožnosť vodiča a bol stotožnený ako Y. G., B.. XX. XX. XXXX, O.. X. U.. X. T. XX/XX, P. B. O., bol vyzvaný k podrobeniu sa dychovej skúške, kde pred jej samotným vykonaním bol riadne poučený o spôsobe vykonania dychovej skúšky, poučeniu v plnej miere porozumel, na lekárske vyšetrenie a odber krvi sa nežiadal a v čase o 00:12 hod, vykonal dychovú skúšku s výsledkom 0,73 mg/liter etanolu na liter vydychovaného vzduchu, opakovanú dychovú skúšku vykonať odmietol, čím obvinený bol v stave, ktorý vylučuje viesť motocykel,"
95756796,alcohol,0.76,mg/l,0.76 mg/l,breath,02:16,AlcoQuant 6020 plus,False,08.01.2022,02:11,Demänovská Dolina,,"v blízkosti penziónu Energetik Demänovská Dolina - Lúčky č. 33, smerom do mestskej časti Demänová",class_II,Volkswagen Golf,car,Obvodné oddelenie Policajného zboru Liptovský Mikuláš,zastavený hliadkou,traffic_check,valid,,Vozidlo značky Volkswagen Golf bolo striebornej metalízy s evidenčným číslom LM 967DX a meranie bolo vykonané analyzátorom dychu AlcoQuant 6020 plus s výrobným číslom A410203.,", že  dňa 08. 01. 2022 v čase o 02.11 hod. viedol osobné motorové vozidlo značky Volkswagen Golf, striebornej metalízy, ev. č. LM 967DX, po miestnej komunikácii č. II/584 v Demänovskej Doline, okres Liptovský Mikuláš, smerom do mestskej časti Demänová, kde v blízkosti penziónu Energetik Demänovská Dolina - Lúčky č. 33, bol spustením zvláštneho výstražného svetla a rozsvietením nápisu STOP na služobnom cestnom motorovom vozidle zastavený hliadkou Obvodného oddelenia Policajného zboru Liptovský Mikuláš, pričom počas kontroly v čase o 02.16 hod. bol podrobený dychovej skúške analyzátorom dychu AlcoQuant 6020 plus, výrobné číslo: A410203, s pozitívnym výsledkom 0,76 mg/l alkoholu v dychu, čo je v prepočte 1,58 promile alkoholu v krvi,"
95789379,alcohol,1.27,mg/l,1.29 mg/l; 1.24 mg/l,breath; breath,16:29; 17:13,AlcoQuant 6020 plus,True,04.01.2022,16:20,Veľké Kapušany,8862,"po ceste II/552, od Veľkých Kapušian na obec Vojany",class_II,Škoda Superb,car,hliadkou Obvodného oddelenia PZ vo Veľkých Kapušanoch,nedania znamenia o zmene smeru jazdy pri predbiehaní,traffic_violation,valid,"§ 4 ods. 2 písm. d), § 16, ods.1 zákona NR SR č. 8/2009 Z.z. z 3. decembra 2008 o cestnej premávke a o zmene a doplnení niektorých zákonov, s poukázaním na § 137 ods. 2 písm. a), c) zákona č. 8/2009 Z. z. o cestnej premávke a o zmene a doplnení niektorých zákonov",Vozidlo malo evidenčné číslo F. a analyzátor dychu mal výrobné číslo A410142.,"dňa 04. 01. 2022 o 16:20 h. viedol po ceste II/552, od Veľkých Kapušian na obec Vojany, osobné motorové vozilo zn. Škoda Superb, evidenčného čísla F., kde bol z dôvodu nedania znamenia o zmene smeru jazdy pri predbiehaní zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ vo Veľkých Kapušanoch, kedy bol podrobený dychovej skúške na zistenie prítomnosti alkoholu v dychu analyzátorom dychu AlcoQuant 6020 plus, výrobného čísla A410142 o 16:29 h s pozitívnym výsledkom 1,29 mg etanolu na liter vydýchnutého vzduchu a o 17:13 h opakovanej dychovej skúške s pozitívnym výsledkom 1,24 mg/l etanolu na liter vydýchnutého vzduchu, pričom po poučení a vyzvaní na lekárske vyšetrenie odberom a vyšetrením krvi alebo biologického materiálu toto nežiadal, čím takto porušil ustanovenie § 4 ods. 2 písm. d), § 16, ods.1 zákona NR SR č. 8/2009 Z.z. z 3. decembra 2008 o cestnej premávke a o zmene a doplnení niektorých zákonov, s poukázaním na § 137 ods. 2 písm. a), c) zákona č. 8/2009 Z. z. o cestnej premávke a o zmene a doplnení niektorých zákonov"
110100480,amphetamine; methamphetamine,,,33.84 ng/ml; 257.95 ng/ml,blood; blood,14:45; 14:45,,False,20.02.2022,14:10,Z.,,"A. X. O., v smere jazdy od benzínového čerpadla GAS, na ulici O. S. Z., na odstavnej ploche",urban,Škoda Octavia,car,policajnou hliadkou,traffic_check,traffic_check,valid,zákon č. 139/1998 Z. z. o omamných a psychotropných látkach a prípravkoch v znení neskorších predpisov,"Podľa znaleckého posudku z odboru psychiatrie v čase jazdy mal hladinu omamných a psychotropných látok v krvi jednoznačne nad toxickým limitom, čo malo za následok že jeho psychické a fyzické funkcie boli užitými drogami v stave vylučujúcom viesť motorové vozidlo.",", ž e  dňa 20. februára 2022 v čase okolo 14.10 hod. v obci Z., A. X. O., v smere jazdy od benzínového čerpadla GAS, po predchádzajúcom požití metamfetamínu, viedol osobné motorové vozidlo značky Škody Octavia, evidenčného čísla Z., kde bol na ulici O. S. Z., na odstavnej ploche zastavený policajnou hliadkou, ktorá ho podrobila dychovej skúške s negatívnym výsledkom, avšak vodič počas kontroly javil známky požitia návykových látok, bol vyzvaný, aby sa podrobil odberu biologického materiálu na zistenie prítomnosti návykových látok v organizme, s čím súhlasil a v čase o 14:45 hod. mu bol biologický materiál, krv a moč, odobratý, pričom v krvi bola zistená prítomnosť amfetamínu v množstve 33,84 ng/ml a metamfetamínu v množstve 257,95 ng/ml, ktoré sú podľa zákona č. 139/1998 Z. z. o omamných a psychotropných látkach a prípravkoch v znení neskorších predpisov, zaradené do 2. skupiny psychotropných látok a podľa znaleckého posudku z odboru psychiatrie v čase jazdy mal hladinu omamných a psychotropných látok v krvi jednoznačne nad toxickým limitom, čo malo za následok že jeho psychické a fyzické funkcie boli užitými drogami v stave vylučujúcom viesť motorové vozidlo,"
95855172,alcohol,0.73,mg/l,0.71 mg/l; 0.75 mg/l,breath; breath,15:25; 15:40,AlcoQuant 6020 plus,False,10.01.2022,15:22,Banská Bystrica,78084,"ulica Limbová, pred domom s popisným číslom 19",urban,Škoda Roomster,car,Okresného dopravného inšpektorátu PZ Banská Bystrica,bol zastavený a kontrolovaný hliadkou,traffic_check,valid,,Prístroj AlcoQuant 6020 plus mal výrobné číslo A410227 a vozidlo Škoda Roomster malo evidenčné číslo K. XXX N.,"dňa 10. 01. 2022 v čase o 15.22 hod., ako vodič po predchádzajúcom požití alkoholu, viedol osobné motorové vozidlo zn. Škoda Roomster, evidenčného čísla K. XXX N., po ulici Limbová v Banskej Bystrici, kde bol pred domom s popisným číslom 19 zastavený a kontrolovaný hliadkou Okresného dopravného inšpektorátu PZ Banská Bystrica, pričom pri kontrole bol vyzvaný, aby sa podrobil dychovej skúške na zistenie alkoholu v dychu, ktorú neodmietol a prístroj AlcoQuant 6020 plus výrobného čísla A410227 mu po prefúknutí v čase o 15.25 hod. dňa 10. 01.2022 nameral hodnotu 0,71 mg/l alkoholu v dychu, následne pri opakovanej dychovej skúške mu ten istý prístroj v čase o 15.40 hod. dňa 10. 01. 2022 po prefúknutí nameral hodnotu 0,75 mg/l alkoholu v dychu,"
116152814,alcohol,0.66,mg/l,0.66 mg/l,breath,22:35,AlcoQuant 6020 plus,False,09.11.2022,22:50,Nižnoslanská Baňa,,ulici Rudnej,urban,Škoda Felicia,car,OO PZ Dobšiná,nepoužíval znamenie o zmene smeru jazdy,traffic_violation,valid,,Vozidlo malo evidenčné číslo W.-XXX P. a obec Nižnoslanská Baňa sa nachádza v okrese Rožňava.,"že dňa 09.11.2022 v čase o 22.50 hod. po predchádzajúcom požití alkoholu viedol osobné motorové vozidlo zn. Škoda Felicia e. č. W.-XXX P. po ulici Rudnej v obci Nižnoslanská Baňa, okres Rožňava, kde bol z dôvodu, že nepoužíval znamenie o zmene smeru jazdy hliadkou OO PZ Dobšiná predpísaným spôsobom zastavený, pričom vykonanou dychovou skúškou bolo v čase o 22.35 hod. prístrojom AlcoQuant 6020 plus zistené, že v čase vedenia motorového vozidla mal v jednom litri ním vydychovaného vzduchu najmenej 0,66 mg/l alkoholu"
95946346,alcohol,0.7,mg/l,0.71 mg/l; 0.69 mg/l,breath; breath,21:32; 21:47,AlcoQuant6020 plus č. A410190,False,13.01.2022,21:25,Skalica,15022,ulice K.,urban,Renault Megane,car,Obvodného oddelenia Policajného zboru Skalica,bol zastavený a kontrolovaný hliadkou,traffic_check,valid,,EČ vozidla bolo A. XXX Q.,", ž e  dňa 13.01.2022 v čase o 21:25 hod viedol po miestnej ceste ulice K. v Skalici osobné motorové vozidlo zn. Renault Megane, EČ: A. XXX Q., v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom návykovej látky (alkoholu), pričom bol zastavený a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru Skalica a následne bol hliadkou vyzvaný, aby sa podrobil vyšetreniu, či nie je ovplyvnený alkoholom, pričom vyšetrením vykonaným dychovou skúškou prístrojom AlcoQuant6020 plus č. A410190 v čase o 21:32 hod. mu bola nameraná hodnota 0,71 miligramu alkoholu na liter vydychovaného vzduchu a opakovanou skúškou vykonanom na tom istom prístroji v čase o 21:47 hod. mu bola nameraná hodnota 0,69 miligramu alkoholu na liter vydychovaného vzduchu,"
113925970,alcohol,0.75,mg/l,0.73 mg/l; 0.75 mg/l; 0.89 mg/l; 0.62 mg/l,breath; breath; breath; breath,15:11; 15:26; 15:44; 16:01,Dräger Alcotest Classic,False,09.10.2022,15:00,anonymized,,"v smere od pohostinstva J. na ul. H. vo W., na križovatke ulíc H. - A. B., na ul. A. B. XX",urban,Fiat Ducato,van,OOPZ Zvolen,nerešpektoval signál STOJ a snažil sa hliadke ujsť,traffic_violation,valid,,Vozidlo ev. č. W. bolo hliadkou OOPZ Zvolen v čase o 15:06 hod. zastavené a stotožnené.,", preto že  dňa 09.10.2022 v čase o 15:00 hod. viedol motorové vozidlo zn. Fiat Ducato ev. č. W. v smere od pohostinstva J. na ul. H. vo W., kde bol hliadkou OOPZ Zvolen predpísaným spôsobom zastavovaný a to za použitia signálu STOJ na majákovej rampe zvýraznený so zvukovým znamením, čo nerešpektoval a na križovatke ulíc H. - A. B. odbočil doľava v smere na C. a snažil sa hliadke ujsť, pričom vo W. na ul. A. B. XX bol hliadkou OOPZ Zvolen v čase o 15:06 hod. zastavený, stotožnený a následne bol hliadkou vyzvaný na podrobenie sa dychovej skúške, ktorú neodmietol a tejto sa dobrovoľne podrobil, čím bol u neho prístrojom Dräger Alcotest Classic dňa 09.10.2022 v čase o 15:11 hod. zistený alkohol 0,73 mg/l alkoholu v dychu, druhou dychovou skúškou toho istého dňa, tým istým prístrojom v čase o 15:26 hod. bol u neho zistený alkohol 0,75 mg/l alkoholu v dychu, treťou dychovou skúškou toho istého dňa, tým istým prístrojom v čase o 15:44 hod. bol u neho zistený alkohol 0,89 mg/l alkoholu v dychu a štvrtou dychovou skúškou toho istého dňa, tým istým prístrojom v čase o 16:01 hod. bol u neho zistený alkohol 0,62 mg/l alkoholu v dychu,"
95977597,alcohol,0.5,mg/l,0.55 mg/l; 0.45 mg/l,breath; breath,09:07; 09:33,AlcoQuat 6020 plus,False,09.08.2021,09:00,anonymized,,na A. E. pred bankomatom Slovenskej sporiteľne,,Škoda Yeti,car,OO PZ Jasov,zastavený a kontrolovaný hliadkou,traffic_check,valid,,"Vozidlo bolo šedej metalízy s evidenčným číslom D.-XXXEB a podľa znaleckého posudku mal v čase spáchania skutku od 1,16 do 1,17 g/kg (promile) etanolu v krvi.","- dňa 09.08.2021 v čase o 09:00 hod. ako vodič viedol osobné motorové vozidlo továrenskej značky
Škoda Yeti, šedej metalízy, evidenčného čísla D.-XXXEB po meste A., kde bol na A. E. pred bankomatom
Slovenskej sporiteľne zastavený a kontrolovaný hliadkou OO PZ Jasov a pri následnej kontrole bol
podrobený dychovej skúške prístrojom AlcoQuat 6020 plus, ev.č. A410024, pričom mu bola dňa
09.08.2021 v čase o 09:07 hod. nameraná koncentrácia 0,55 mg na liter alkoholu v dychu, opakovane v
čase o 09:33 hod. mu bola nameraná koncentrácia 0,45 mg na liter alkoholu v dychu, preto bolo potrebné
vykonať prepočet alkoholu, a podľa znaleckého posudku mal v čase spáchania skutku od 1,16 do 1,17
g/kg (promile) etanolu v krvi,"
118788529,alcohol,0.56,mg/l,0.57 mg/l; 0.55 mg/l,breath; breath,13:44; 14:09,,False,18.12.2022,13:40,outside town/city limits,,na ceste č. III/1558 medzi obcami Hokovce a Slatina,other,anonymized,car,,,suspected_intoxication,banned,,"Páchateľovi bol trestným rozkazom Okresného súdu Levice sp. zn. 0T/53/2021 zo dňa 11.06.2021, ktorý nadobudol právoplatnosť toho istého dňa, uložený trest zákazu činnosti viesť motorové vozidlá akéhokoľvek druhu na dobu 36 mesiacov pre skutok spáchaný dňa 10.06.2021 pod vplyvom alkoholu, pričom mu bolo nameraných 0,99 mg/l alkoholu v dychu.","napriek tomu, že trestným rozkazom Okresného súdu Levice sp. zn. 0T/53/2021 zo dňa 11.06.2021,ktorý
nadobudol právoplatnosť toho istého dňa, mu bol okrem iného uložený aj trest zákazu činnosti viesť
motorové vozidlá akéhokoľvek druhu na dobu 36 mesiacov pre skutok spáchaný dňa 10.06.2021 pod
vplyvom alkoholu, pričom mu bolo nameraných 0,99 mg/l alkoholu v dychu,
dňa 18.12.2022 v čase o 13.40 hod. na ceste č. III/1558 medzi obcami Hokovce a Slatina, viedol po
predchádzajúcom požití alkoholu osobné motorové vozidlo zn. T. W., EČ: LV XXX GB, čo sa prejavilo
tým, že mu bolo dňa 18.12.2022 v čase o 13.44 hod. nameraných 0,57 mg/l alkoholu v dychu, a následne
o 14.09hod 0,55 mg/l alkoholu v dychu, pričom obvinený nie je držiteľ vodičského oprávnenia,"
95988308,alcohol,0.9,mg/l,1.00 mg/l; 0.79 mg/l,breath; breath,10:00; 12:42,,False,11.01.2022,09:26,outside town/city limits,,"po ceste 1/66 v smere od obce Hranovnica na obec Vernár, na odstavnej ploche vedľa cesty 1/66 v smere na Vernár",class_I,SCANIA N320,truck,Obvodné oddelenie Policajného zboru v Hranovnici,bol na odstavnej ploche vedľa cesty 1/66 v smere na Vernár,suspected_intoxication,valid,§ 289 ods. 4 Trestného zákona,Vodič viedol nákladné motorové vozidlo zo strany na stranu.,"- z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 4 Trestného zákona,  o d ô v o d n e n i e :  p r e t o ž e  - dňa 11.01.2022 v čase od 09:26 hod. do 09:40 hod. hodine, ako vodič, viedol v stave vylučujúcom spôsobilosť nákladné motorové vozidlo značky SCANIA N320, kategórie Nl, bielej farby, maďarské evidenčné číslo M s návesom s maďarským evidenčným číslom J po ceste 1/66 v smere od obce Hranovnica na obec Vernár, kde viedol toto vozidlo zo strany na stranu v dôsledku čoho bol na odstavnej ploche vedľa cesty 1/66 v smere na Vernár, hliadkou Obvodného oddelenia Policajného zboru v Hranovnici, zastavený predpísaným spôsobom a to výstražným svetelným znamením a pri následnej kontrole dokladov potrebných na vedenie a premávku vozidla bol podrobený dychovej skúške, na zistenie prítomnosti alkoholu vo vydychovanom vzduchu, dňa 11.01.2022 v čase 10:00 hod. s pozitívnym výsledkom 1,00 mg/l, následne vodič najprv odmietol vykonanie opakovanej dychovej skúšky, pričom tejto sa dobrovoľne podrobil až za prítomnosti tlmočníka dňa 11.01.2022 v čase o 12:42 hod. s výsledkom 0,79 mg/l etanolu zistenú z vydychovaného vzduchu,"
95996053,alcohol,0.61,mg/l,0.61 mg/l,breath,15:55,Alco Quant 6020 plus,False,18.12.2021,15:53,Bojná,,"pred cintorínom v obci Bojná, na ceste II/499",class_II,Honda Civic,car,hliadkou príslušníkov OO PZ Nitrianska Blatnica,bol zastavený a kontrolovaný hliadkou,traffic_check,valid,,"Vozidlo malo evidenčné číslo TO 462 CS a prístroj Alco Quant 6020 plus mal číslo A410249, pričom číslo merania bolo 6293. Viedol ho v smere do mesta Topoľčany.",":  dňa 18. 12. 2021 v čase o 15,53 hod. viedol v obci Bojná po ceste II/499 v smere do mesta Topoľčany osobné motorové vozidlo zn. Honda Civic evidenčné číslo TO 462 CS, počas jazdy bol zastavený a kontrolovaný hliadkou príslušníkov OO PZ Nitrianska Blatnica pred cintorínom v obci Bojná, na ceste II/499, pričom bolo vykonanou dychovou skúškou na alkohol v čase o 15,55h prístrojom Alco Quant 6020 plus číslo prístroja A410249, číslo merania 6293 zistené, že viedol vozidlo aj napriek tomu, že mu bola nameraná hodnota 0,61 mg/l alkoholu v dychu,"
96021910,alcohol,0.68,mg/l,0.64 mg/l; 0.72 mg/l,breath; breath,00:10; 00:25,,False,15.01.2022,00:05,Bratislava,437725,Mierovej ulici,urban,Nissan Micra,car,,kontrolovaný a podrobený dychovej skúške,traffic_check,valid,,Vozidlo bolo oranžovej farby a malo EČV: D.-XXXCO.,"dňa 15.01.2022 v čase o 00:05 hod. v Bratislave po Mierovej ulici viedol osobné motorové vozidlo zn. Nissan Micra, oranžovej farby, EČV: D.-XXXCO, pričom bol na Mierovej ulici ako vodič dopravného prostriedku kontrolovaný a podrobený dychovej skúške, pričom mu bola v dychu v čase o 00:10 hod. totožného dňa nameraná hodnota alkoholu 0,64 mg/l a opakovanou dychovou skúškou v čase o 00:25 hod. totožného dňa nameraná hodnota alkoholu 0,72 mg/l,"
117152527,methamphetamine,310.0,ng/ml,0.31 µg/mL,blood,22:15,,False,28.03.2022,21:20,anonymized,,po ulici Š. pri rodinnom dome číslo XXXX/XX,other,Škoda Octavia,car,Obvodného oddelenia Policajného zboru Šaštín - Stráže,"viedol osobné motorové vozidlo v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom návykovej látky, pričom bol hliadkou zastavený a kontrolovaný",suspected_intoxication,valid,,Evidenčné číslo vozidla bolo XSJXXXX a odber vzorky krvi bol vykonaný vo Fakultnej nemocnici AGEL Skalica imunochromatografickým skríningovým vyšetrením (GC-MS skríning).,", ž e  dňa 28.03.2022 v čase o 21.20 hod. viedol osobné motorové vozidlo zn. Škoda Octavia, EČ: XSJXXXX po ceste III. triedy číslo 1140, po ulici Š. v meste Š. - P. v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom návykovej látky, pričom bol hliadkou Obvodného oddelenia Policajného zboru Šaštín - Stráže pri rodinnom dome číslo XXXX/XX zastavený a kontrolovaný, bol policajtom vyzvaný, aby sa podrobil lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnený návykovou látkou, pričom na základe odobranej vzorky krvi dňa 28.03.2022 o 22.15 hod. vo Fakultnej nemocnici AGEL Skalica a následným rozborom vzorky krvi, bola imunochromatografickým skríningovým vyšetrením (GC-MS skríning) krvi u obvineného zistená prítomnosť metamfetamínu v koncentrácii 0,309 µg/mL, čo je v prepočte 309 ng/ml krvi,"
96053043,alcohol,0.66,mg/l,0.66 mg/l,breath,07:28,Dräger 7510,False,15.01.2022,07:28,Komárno,33751,pri čerpacej stanici,class_I,Seat Leon,car,Oddelenia mýtnej polície Komárno,nerozsvietených stretávacích svetlometov alebo im na roveň postaveného osvetlenia,traffic_violation,valid,,Vozidlo malo evidenčné číslo P a merací prístroj Dräger 7510 mal evidenčné číslo ARMF-0456.,", že  dňa 15. januára 2022 v čase o 07:28 h na ceste I/63 medzi Komárnom a Komárnom - časťou Nová Stráž viedol svoje osobné motorové vozidlo značky Seat Leon, evidenčného čísla P pri čerpacej stanici bol z dôvodu nerozsvietených stretávacích svetlometov alebo im na roveň postaveného osvetlenia zastavený a kontrolovaný hliadkou Oddelenia mýtnej polície Komárno, nakoľko javil príznaky požitia alkoholu, bol v čase o 07:28 h na mieste vyzvaný a následne podrobený dychovej skúške na alkohol s elektronickým meracím prístrojom Dräger 7510 evidenčného čísla ARMF-0456 s výsledkom 0,66 mg/l alkoholu v dychu,"
105904379,alcohol,0.58,mg/l,0.58 mg/l,breath,23:20,AlcoQuant 6020 plus,False,30.05.2022,23:10,Stará Ľubovňa,16327,"ulici Levočskej, pri firme Armakov",urban,anonymized,car,OO PZ Podolínec,zastavený a kontrolovaný; podrobenie sa dychovej skúške,traffic_check,valid,,"Evidenčné číslo vozidla bolo SL XXXCD, vozidlo išlo v smere od obce Jakubany, a elektronický merač mal výrobné číslo A410147 s číslom merania 2140.","dňa 30.05.2022 v čase okolo 23:10 hod viedol pod vplyvom alkoholu osobné motorové vozidlo zn. K. K., ev. číslo SL XXXCD, po ulici Levočskej v meste Stará Ľubovňa v smere od obce Jakubany, kde bol pri firme Armakov v meste Stará Ľubovňa hliadkou OO PZ Podolínec zastavený a kontrolovaný, pri kontrole bol vyzvaný na predloženie dokladov a podrobenie sa dychovej skúške, ktorá bola u obvineného vykonaná dňa 30.05.2022 v čase o 23:20 hod. elektronickým meračom AlcoQuant 6020 plus, výrobné číslo A410147, číslo merania 2140, pričom u obvineného bolo zistené množstvo 0,58 mg etanolu na liter vydýchnutého vzduchu, čo predstavuje 1,21 promile alkoholu v krvi,"
96058406,alcohol,0.53,mg/l,0.53 mg/l,breath,,,False,05.01.2022,14:30,Nálepkovo,,"Surovecká cesta v smere jazdy z Nálepkova na Tretí Hámor, pred rodinným domom s popisným číslom 94",urban,Opel Astra,car,Obvodné oddelenie PZ Nálepkovo,Zastavenie a kontrola hliadkou,traffic_check,valid,§ 289 ods. 1 Tr. zákona,Vozidlo malo evidenčné číslo E. XXXBM.,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Tr. zákona,  p r e t o ž e  dňa 5. januára 2022 v čase o 14:30 hodine viedol po predchádzajúcom požití alkoholických nápojov osobné motorové vozidlo značky Opel Astra, evidenčného čísla E. XXXBM, po miestnej komunikácií Suroveckej ceste v smere jazdy z Nálepkova na Tretí Hámor, pričom pred rodinným domom s popisným číslom 94 bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Nálepkovo, ktorou následne vykonanou dychovou skúškou mu bola zistená hodnota 0,53 mg/l alkoholu v dychu,"
96142476,alcohol,1.06,mg/l,1.36 mg/l; 0.76 mg/l,breath; breath,14:57; 15:16,Alcotest 6020 Plus č. A410115,False,09.01.2022,14:53,Dubová,,po Hlavnej ulici,urban,Renault Megane Scenic,car,hliadkou Obvodného oddelenia PZ Pezinok,,traffic_check,valid,,Vozidlo malo EČV: PK-XXXBP.,", ž e  dňa 09.01.2022 v čase asi o 14.53h v obci Dubová po Hlavnej ulici riadil osobné motorové vozidlo zn. Renault Megane Scenic, EČV: PK-XXXBP, kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Pezinok a následne sa podrobil rovnakého dňa v čase asi o 14.57h dychovej skúške na zistenie alkoholu v dychu a prístrojom Alcotest 6020 Plus č. A410115 mu bola nameraná hodnota 1,36 mg/l alkoholu vo vydychovanom vzduchu, a následne pri opakovanej skúške v čase asi o 15.16h mu bola nameraná rovnakým prístrojom hodnota 0,76 mg/l alkoholu vo vydychovanom vzduchu,"
96146775,,,,,,,,True,14.01.2022,21:00,Píla,,Družstevnej ulici,urban,Škoda Super,car,Obvodné oddelenie Pezinok,javil známky požitia inej návykovej látky a priznal sa ku konzumácií marihuany,suspected_intoxication,valid,,"Vodič sa podrobil dychovej skúške na zistenie prítomnosti alkoholu v dychu s negatívnym výsledkom, pričom lekárske vyšetrenie odberom a vyšetrením krvi alebo iného biologického materiálu odmietol dňa 14.01.2020 v čase o 21.30 h.",", ž e  dňa 14.01.2022 v čase okolo 21.00 h v obci Píla po Družstevnej ulici riadil osobné motorové vozidlo zn. Škoda Super, striebornej metalízy, EČV: C kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia Pezinok a na výzvu sa podrobil dychovej skúške na zistenie prítomnosti alkoholu v dychu s negatívnym výsledkom, avšak vzhľadom k tomu, že počas komunikácie s hliadkou javil známky požitia inej návykovej látky a priznal sa ku konzumácií marihuany, bol vyzvaný aby sa podrobil lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnený návykovou látkou, čo bez opodstatneného dôvodu na mieste dňa 14.01.2020 v čase o 21.30 h odmietol,"
96150478,alcohol,0.51,mg/l,0.50 mg/l; 0.51 mg/l,breath; breath,01:18; 01:00,AlcoQuant Plus 6020,False,16.01.2022,01:18,Veľký Meder,8612,po ulici Okočská cesta,urban,Škoda Rapid,car,Obvodné oddelenie PZ vo Veľkom Mederi,bola zastavená a kontrolovaná,traffic_check,valid,,"V texte sa ďalej uvádza evidenčné číslo vozidla V.-XXXGM, výrobné číslo merača Q. a že vozidlo viedla vodička po predchádzajúcom požití alkoholických nápojov.","dňa 16. januára 2022 v čase okolo 01:18 hod. v meste Veľký Meder, po ulici Okočská cesta, po predchádzajúcom požití alkoholických nápojov, ako vodička viedla osobné motorové vozidlo zn. Škoda Rapid, e.č.: V.-XXXGM, pričom bola zastavená a kontrolovaná hliadkou Obvodného oddelenia PZ vo Veľkom Mederi a prostredníctvom elektronického meraču typu AlcoQuant Plus 6020, výrobného čísla: Q. jej bola v čase o 01.18 hod. nameraná hodnota 0,50 mg/l alkoholu v dychu (v prepočte 1 promile) a následne pri opakovanej dychovej skúške v čase 0 01 hod., jej bola nameraná hodnota 0,51 mg/l alkoholu v dychu (v prepočte 1,06 promile),"
